Condition,Group,is_weird,condition_bin,group_bin,sentiment_mean,interaction_feeling_sentiment,definition_feeling_sentiment,explanation_comment_sentiment,response_count_non_empty,combined_text_length,analytical_change,emotional_change,overall_change,analytical_minus_emotional_change,interaction_feeling_text,definition_feeling_text,explanation_comment_text,combined_text
Interactive,NORMAL,False,1.0,0.0,0.1111111111111111,0.0,,0.2222222222222222,2.0,114.0,3,0,3,3,Nothing,,Did some questionaries and trials to understand how AI works related to information and how it gets it.,Nothing || Did some questionaries and trials to understand how AI works related to information and how it gets it.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,232.0,-15,-4,-19,-11,"It was cool to see how it works, but it was also a little bit weird, it is also a bit worrying to see that the AI has the same prejudices as people",,I learned how BERT model predict words and also I compared it with the Zari model,"It was cool to see how it works, but it was also a little bit weird, it is also a bit worrying to see that the AI has the same prejudices as people || I learned how BERT model predict words and also I compared it with the Zari model"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,77.0,7,-2,5,9,I was interested and engaged,,Learned how the LLM BERT and its verions work,I was interested and engaged || Learned how the LLM BERT and its verions work
Interactive,NORMAL,False,1.0,0.0,0.4318181818181818,0.36363636363636365,,0.5,2.0,100.0,-2,-2,-4,0,I've had a great interaction with AI on all my encounters,,That AI is a good source of information,I've had a great interaction with AI on all my encounters || That AI is a good source of information
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,239.0,8,-6,2,14,I felt curious and engaged. It was easy to interact with and gave thoughtful responses.,,"I followed the link, interacted with the AI explanation, explored how it responded to different inputs, and observed how it explained its reasoning.","I felt curious and engaged. It was easy to interact with and gave thoughtful responses. || I followed the link, interacted with the AI explanation, explored how it responded to different inputs, and observed how it explained its reasoning."
Interactive,NORMAL,False,1.0,0.0,0.14814814814814814,,0.14814814814814814,0.14814814814814814,2.0,342.0,-10,2,-8,-12,,I opened the link and interacted with the AI explanation. It described how AI systems make decisions and provided examples to help me understand their reasoning process.,I opened the link and interacted with the AI explanation. It described how AI systems make decisions and provided examples to help me understand their reasoning process.,I opened the link and interacted with the AI explanation. It described how AI systems make decisions and provided examples to help me understand their reasoning process. || I opened the link and interacted with the AI explanation. It described how AI systems make decisions and provided examples to help me understand their reasoning process.
Interactive,NORMAL,False,1.0,0.0,0.4,0.8,,0.0,2.0,37.0,7,-4,3,11,It was a good exercice.,,3PLC7PHVQZ,It was a good exercice. || 3PLC7PHVQZ
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,116.0,-2,2,0,-4,It was neat to see how the things on the screen changed,,I learned how to AI works and I did different simulations,It was neat to see how the things on the screen changed || I learned how to AI works and I did different simulations
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,68.0,2,0,2,2,was pretty easy i feel powerfull,,i use the AI model BERT and zari,was pretty easy i feel powerfull || i use the AI model BERT and zari
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,322.0,-4,-2,-6,-2,Nothing it's just advanced intelligence with no feelings,,"I learned that changing a sentence can significantly affect the model’s predictions. The words used and the context of the sentence influence what the AI predicts for the hidden word, showing how language models rely on patterns and context to generate responses","Nothing it's just advanced intelligence with no feelings || I learned that changing a sentence can significantly affect the model’s predictions. The words used and the context of the sentence influence what the AI predicts for the hidden word, showing how language models rely on patterns and context to generate responses"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,178.0,-1,2,1,-3,anoyed a bit but its okey all the way,,learning about how the language model is working and how it try to work whitout being rude and how differently we can use it (1C9BBGJPT5),anoyed a bit but its okey all the way || learning about how the language model is working and how it try to work whitout being rude and how differently we can use it (1C9BBGJPT5)
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,107.0,6,-4,2,10,at ease it wasn't getting personal,,changing sentences and Bert would predict what the next word would be,at ease it wasn't getting personal || changing sentences and Bert would predict what the next word would be
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,21.0,-2,-2,-4,0,neutral,,LZK99D1DSU,neutral || LZK99D1DSU
Interactive,WEIRD,True,1.0,1.0,-0.1,0.0,,-0.2,2.0,177.0,-17,-2,-19,-15,It felt a bit more like a mechanical or engineering experience,,I learned about the gender bias of machine learning models and the methods being implemented to try and fix it.,It felt a bit more like a mechanical or engineering experience || I learned about the gender bias of machine learning models and the methods being implemented to try and fix it.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,27.0,-2,-4,-6,2,Empowered,,AI is adapting,Empowered || AI is adapting
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,31.0,-2,-2,-4,0,,Relief,Listening attentively,Relief || Listening attentively
Interactive,NORMAL,False,1.0,0.0,-0.5,-1.0,,0.0,2.0,28.0,-2,0,-2,-2,Suspicious,,IA interactive,Suspicious || IA interactive
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,31.0,-3,-2,-5,-1,it was ok,,learned about bert,it was ok || learned about bert
Interactive,NORMAL,False,1.0,0.0,0.05405405405405406,0.0,,0.10810810810810811,2.0,477.0,2,-8,-6,10,"I felt the definition was quite eye-opening. It clarified that AI is not just about complex robots, but about algorithms that can learn from data to assist in daily tasks, which makes the technology feel more accessible.",,"During the interaction, I engaged with the provided materials to understand the concepts of Artificial Intelligence. I read the definitions, analyzed the examples of AI applications, and reflected on how these systems impact decision-making and privacy.","I felt the definition was quite eye-opening. It clarified that AI is not just about complex robots, but about algorithms that can learn from data to assist in daily tasks, which makes the technology feel more accessible. || During the interaction, I engaged with the provided materials to understand the concepts of Artificial Intelligence. I read the definitions, analyzed the examples of AI applications, and reflected on how these systems impact decision-making and privacy."
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,159.0,1,4,5,-3,"I felt intrigued, though I felt the machine like qualities of it's limitations",,"I learned about AI, input answers, and received a completion code: GHTZ7SKSW2","I felt intrigued, though I felt the machine like qualities of it's limitations || I learned about AI, input answers, and received a completion code: GHTZ7SKSW2"
Interactive,NORMAL,False,1.0,0.0,0.06666666666666667,0.13333333333333333,,0.0,2.0,274.0,-2,0,-2,-2,If we talk about those two didn't feel much. It wasn't interaction. If we talk about chatgpt and others. It's helpful and I feel happy to make my life easier.,,Got to try some basic functions of Bert and second model. Found out about their flaws and posssible development.,If we talk about those two didn't feel much. It wasn't interaction. If we talk about chatgpt and others. It's helpful and I feel happy to make my life easier. || Got to try some basic functions of Bert and second model. Found out about their flaws and posssible development.
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,83.0,-2,-10,-12,8,it was fun to play around!,,I analyzed different scenarios and updated the charts,it was fun to play around! || I analyzed different scenarios and updated the charts
Interactive,WEIRD,True,1.0,1.0,0.3333333333333333,0.0,,0.6666666666666666,2.0,54.0,0,-4,-4,4,Well normal,,Moslty discoverd and understand a model,Well normal || Moslty discoverd and understand a model
Interactive,WEIRD,True,1.0,1.0,0.2857142857142857,0.5714285714285714,,0.0,2.0,339.0,0,4,4,-4,"I was interested, I already had a decent understanding of the mechanisms, but found the visualizations helpful in cementing my understanding.",,"I went through a few pages with interactive graphs and modified sentences to see how the AI model's statistical predictions changed, especially with respect to gender. Completion code A40PZN9UJT","I was interested, I already had a decent understanding of the mechanisms, but found the visualizations helpful in cementing my understanding. || I went through a few pages with interactive graphs and modified sentences to see how the AI model's statistical predictions changed, especially with respect to gender. Completion code A40PZN9UJT"
Interactive,NORMAL,False,1.0,0.0,0.25,0.5,,0.0,2.0,115.0,-4,-2,-6,-2,"it was good, I think this is future.",,"9K21AE3QXH CODE, I had to learn how bert is capable to do and how it works.","it was good, I think this is future. || 9K21AE3QXH CODE, I had to learn how bert is capable to do and how it works."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,165.0,5,-2,3,7,I felt exciting.,,"The survey has a model prediction of the missing words, genders, difference of professions and at the end of survey a code was given 'I8INFLV4XA'","I felt exciting. || The survey has a model prediction of the missing words, genders, difference of professions and at the end of survey a code was given 'I8INFLV4XA'"
Interactive,NORMAL,False,1.0,0.0,0.16666666666666666,,0.3333333333333333,0.0,2.0,85.0,7,0,7,7,,I felt both like Al will be good on the new generation,I gave my opinions about AI,I felt both like Al will be good on the new generation || I gave my opinions about AI
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,20.0,4,0,4,4,curius,,2NABT96QWB,curius || 2NABT96QWB
Interactive,WEIRD,True,1.0,1.0,-0.08333333333333333,0.0,,-0.16666666666666666,2.0,251.0,-6,0,-6,-6,"I felt indifferent, but slightly shocked to know how many offensive stereotypes it could hold.",,"During the interaction, I learned about how LLMs are trained on broad information available online, and how they express harmful stereotypes as a result.","I felt indifferent, but slightly shocked to know how many offensive stereotypes it could hold. || During the interaction, I learned about how LLMs are trained on broad information available online, and how they express harmful stereotypes as a result."
Interactive,NORMAL,False,1.0,0.0,-0.5,-1.0,,0.0,2.0,251.0,-5,4,-1,-9,Frustrating,,"There were five pages where I interacted with AI. Sometimes, the AI would predict missing words in sentences. Sometimes, it would predict which names are likely to be younger, which names are likely to be performing masculine jobs, etc.","Frustrating || There were five pages where I interacted with AI. Sometimes, the AI would predict missing words in sentences. Sometimes, it would predict which names are likely to be younger, which names are likely to be performing masculine jobs, etc."
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,31.0,-6,2,-4,-8,Fine I guess,,Read about BERT,Fine I guess || Read about BERT
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,242.0,0,2,2,-2,Boring Machine like,,"fills in a hidden word, it assigns each of them a probability. By looking at how slightly different sentences shift those probabilities, we can get a glimpse at how purchasing patterns in different places are understood","Boring Machine like || fills in a hidden word, it assigns each of them a probability. By looking at how slightly different sentences shift those probabilities, we can get a glimpse at how purchasing patterns in different places are understood"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,64.0,4,0,4,4,Confused,,"I tried using the prediction ai, but it didn't Work.","Confused || I tried using the prediction ai, but it didn't Work."
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,23.0,19,8,27,11,Unnatural,,MJJJCFAGO3,Unnatural || MJJJCFAGO3
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,58.0,1,8,9,-7,It still needs alot of work,,Looking at AI processing it,It still needs alot of work || Looking at AI processing it
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,89.0,-6,2,-4,-8,Indifferent,,AI needs to be trained and accuracy rate depends on what humans feed them.,Indifferent || AI needs to be trained and accuracy rate depends on what humans feed them.
Interactive,WEIRD,True,1.0,1.0,0.0,,0.0,0.0,2.0,39.0,-6,2,-4,-8,,"Normal, balanced.",Answered questions,"Normal, balanced. || Answered questions"
Interactive,WEIRD,True,1.0,1.0,-0.3090909090909091,-0.8,,0.18181818181818182,2.0,137.0,1,0,1,1,I felt wary of it,,I saw different groups of data and expanations of how AI models have to be trained in order to have better accuracy.,I felt wary of it || I saw different groups of data and expanations of how AI models have to be trained in order to have better accuracy.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,240.0,9,2,11,7,Ok,,"Overall, I have learned that language models are highly intelligent and capable of identifying patterns and general trends, but they can reflect hidden biases and have limitations in accurately representing complex real-world changes.","Ok || Overall, I have learned that language models are highly intelligent and capable of identifying patterns and general trends, but they can reflect hidden biases and have limitations in accurately representing complex real-world changes."
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,146.0,-4,-4,-8,0,I felt interested in how it was working,,"I learned about how Ai models work, and changed sentences to see the probability assigned to each word.","I felt interested in how it was working || I learned about how Ai models work, and changed sentences to see the probability assigned to each word."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,319.0,2,0,2,2,disappointed,,"i deleted/disabled words and read the answers and % of guesses.  then updated the sentence, including a question and short forms (what's), which bert managed well. i then used an unusal term ('cloze test') but the word 'cloze' was not recognised and split in to 'words' (clo and ze, if i remember right)","disappointed || i deleted/disabled words and read the answers and % of guesses.  then updated the sentence, including a question and short forms (what's), which bert managed well. i then used an unusal term ('cloze test') but the word 'cloze' was not recognised and split in to 'words' (clo and ze, if i remember right)"
Interactive,NORMAL,False,1.0,0.0,0.125,0.25,,0.0,2.0,289.0,4,-2,2,6,i thought the AI was smart and very informative of the tasks it was assigned to,,I examined different types of AI models and how gender has correlated and changed over the years. I also examined how AI can predict words in sentences based on the information they've studied and been fed.,i thought the AI was smart and very informative of the tasks it was assigned to || I examined different types of AI models and how gender has correlated and changed over the years. I also examined how AI can predict words in sentences based on the information they've studied and been fed.
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,80.0,3,-2,1,5,scared and impressed,,"read some sections, interacted and wrote what i learned.","scared and impressed || read some sections, interacted and wrote what i learned."
Interactive,NORMAL,False,1.0,0.0,0.37267080745341613,,0.5714285714285714,0.17391304347826086,2.0,171.0,-3,-4,-7,1,,Scared and impressed at the same time.,"I read some sections on an AI ""BERT"" training method and what outcome did it result. then wrote my understanding of the sections.","Scared and impressed at the same time. || I read some sections on an AI ""BERT"" training method and what outcome did it result. then wrote my understanding of the sections."
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,140.0,4,-2,2,6,"It does not have feelings,emotions.So i do not feel anything",,I identified interaction as a collaborative process involving communications,"It does not have feelings,emotions.So i do not feel anything || I identified interaction as a collaborative process involving communications"
Interactive,NORMAL,False,1.0,0.0,0.5,0.0,,1.0,2.0,32.0,0,4,4,-4,Involved,,good and interesting,Involved || good and interesting
Interactive,NORMAL,False,1.0,0.0,0.10526315789473684,,0.0,0.21052631578947367,2.0,110.0,15,-2,13,17,,Calm and composed,I learnt that AI can help with a lot of things that you struggle with and that is helpful,Calm and composed || I learnt that AI can help with a lot of things that you struggle with and that is helpful
Interactive,NORMAL,False,1.0,0.0,0.5,1.0,,0.0,2.0,19.0,-11,-8,-19,-3,Good,,It was hard,Good || It was hard
Interactive,NORMAL,False,1.0,0.0,-0.5,,-1.0,0.0,2.0,112.0,-20,0,-20,-20,,Concerned,I read a bunch of texts on an ai model called Bert and then explained what I learned from the text.,Concerned || I read a bunch of texts on an ai model called Bert and then explained what I learned from the text.
Interactive,WEIRD,True,1.0,1.0,0.125,0.25,,0.0,2.0,307.0,0,2,2,-2,It felt unethical and I felt like I couldn't really trust the data it was showing.,,"I read information about the system and interacted with it by typing different sentences to see how data output changed, and then shared what I learned about the system between what I read and what my interactions showed.","It felt unethical and I felt like I couldn't really trust the data it was showing. || I read information about the system and interacted with it by typing different sentences to see how data output changed, and then shared what I learned about the system between what I read and what my interactions showed."
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,76.0,0,4,4,-4,Nothing. Neutral.,,H4RNFRQX43 - interactive tools that showed how AI works,Nothing. Neutral. || H4RNFRQX43 - interactive tools that showed how AI works
Interactive,NORMAL,False,1.0,0.0,0.5,,1.0,0.0,2.0,46.0,-4,-4,-8,0,,Its good,I give the answer of the questions,Its good || I give the answer of the questions
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,81.0,6,4,10,2,Neutral,,Tried out BERT but couldn’t continue even tough I have an answer below,Neutral || Tried out BERT but couldn’t continue even tough I have an answer below
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,36.0,-1,2,1,-3,I felt fine,,large language models,I felt fine || large language models
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,275.0,5,0,5,5,"More appreciative of the basis on which LLMs were developed, disappointed developers have turned to copyright infringement",,Learnt about how the earliest LLMs functioned and saw in real time the difficulties it has with syntax not being a 100% predictor of expected content,"More appreciative of the basis on which LLMs were developed, disappointed developers have turned to copyright infringement || Learnt about how the earliest LLMs functioned and saw in real time the difficulties it has with syntax not being a 100% predictor of expected content"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,151.0,10,-2,8,12,Neutrally like I always do interacting with it,,I shared mt thought and opinions about the AI system trained to predict words and recognise patterns.,Neutrally like I always do interacting with it || I shared mt thought and opinions about the AI system trained to predict words and recognise patterns.
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,58.0,6,-4,2,10,confused,,retyped some text and interacted with elements,confused || retyped some text and interacted with elements
Interactive,WEIRD,True,1.0,1.0,-0.05714285714285714,0.0,,-0.11428571428571428,2.0,241.0,-6,-4,-10,-2,I just felt fascinated by it.,,"During this interaction, I took time to study how AI algorithms work in relation to prompts and how this may produce bias. I used interactive tools to study this phenomenon and read about potential solutions.","I just felt fascinated by it. || During this interaction, I took time to study how AI algorithms work in relation to prompts and how this may produce bias. I used interactive tools to study this phenomenon and read about potential solutions."
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,51.0,-1,2,1,-3,Ok,,I learned how LLMs are trained and predicted.,Ok || I learned how LLMs are trained and predicted.
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,89.0,5,2,7,3,Not conformtable,,It was some information about BERT and how it has evolved. EWM66MGOZO,Not conformtable || It was some information about BERT and how it has evolved. EWM66MGOZO
Interactive,NORMAL,False,1.0,0.0,0.5,,1.0,0.0,2.0,66.0,1,0,1,1,,I understood better,Learn about BERT and how AIs train and work,I understood better || Learn about BERT and how AIs train and work
Interactive,WEIRD,True,1.0,1.0,0.08695652173913043,0.0,,0.17391304347826086,2.0,314.0,11,-2,9,13,neutral. I don't feel that the AI model is making decisions or correlations on it's own and is instead acting on it's programing with the information is is being fed.,,I read explanations of the AI model BERT and how developers are understanding and working through the gender biases of language learning models.,neutral. I don't feel that the AI model is making decisions or correlations on it's own and is instead acting on it's programing with the information is is being fed. || I read explanations of the AI model BERT and how developers are understanding and working through the gender biases of language learning models.
Interactive,WEIRD,True,1.0,1.0,-0.5714285714285714,-1.0,,-0.14285714285714285,2.0,166.0,3,-2,1,5,Skeptical.,,"I worked through pages that tried to show me different aspects of AI bias. It was interactive, so I could change certain words and see how it responded.","Skeptical. || I worked through pages that tried to show me different aspects of AI bias. It was interactive, so I could change certain words and see how it responded."
Interactive,WEIRD,True,1.0,1.0,0.0854700854700855,0.6153846153846154,,-0.4444444444444444,2.0,191.0,4,4,8,0,It was very interesting and helped me understand how LLMs are trained better.,,"Explored how LLMs use training data, the effects of gender bias, and the mitigation possibilities for the bias","It was very interesting and helped me understand how LLMs are trained better. || Explored how LLMs use training data, the effects of gender bias, and the mitigation possibilities for the bias"
Interactive,NORMAL,False,1.0,0.0,0.0,0.0,,0.0,2.0,102.0,1,-4,-3,5,Mostly confused,,I interacted with BERT and Zari about how they used probabilities in their answers.,Mostly confused || I interacted with BERT and Zari about how they used probabilities in their answers.
Interactive,WEIRD,True,1.0,1.0,0.5,1.0,,0.0,2.0,90.0,4,2,6,2,it felt reliable,,looked certain AI models like BERT and what they were capable of doing,it felt reliable || looked certain AI models like BERT and what they were capable of doing
Interactive,WEIRD,True,1.0,1.0,0.0,0.0,,0.0,2.0,44.0,-17,2,-15,-19,okay,,I revied how LLMs handle stereotypes,okay || I revied how LLMs handle stereotypes
Interactive,NORMAL,False,1.0,0.0,0.1111111111111111,,0.2222222222222222,0.0,2.0,106.0,-6,2,-4,-8,,It felt good that my knowledge about AI was up to date with the information that i received.,3Z1KGC9HLL,It felt good that my knowledge about AI was up to date with the information that i received. || 3Z1KGC9HLL
Interactive,NORMAL,False,1.0,0.0,0.25,,0.5,0.0,2.0,83.0,-4,-8,-12,4,,It feels like something very helpful for human.,I wrote 4 statements about Bert.,It feels like something very helpful for human. || I wrote 4 statements about Bert.
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,154.0,-11,-2,-13,-9,,"I felt apprehensive about using AI systems, which still have a lot to learn.","I analyzed the texts that were presented, in relation to machine training.","I felt apprehensive about using AI systems, which still have a lot to learn. || I analyzed the texts that were presented, in relation to machine training."
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,120.0,-7,-4,-11,-3,,i feel this is a common concept nowadays,read some tasks that models do and explain on my own words what i understood,i feel this is a common concept nowadays || read some tasks that models do and explain on my own words what i understood
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,205.0,-6,4,-2,-10,,"Neutral, did not feel anything other than what I already know about AI. I am in between",Read texts on Language models BERT and Zari and answered questions based on what was read and shared some thoughts,"Neutral, did not feel anything other than what I already know about AI. I am in between || Read texts on Language models BERT and Zari and answered questions based on what was read and shared some thoughts"
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,275.0,4,-4,0,8,,"I didn’t specifically feel anything to be honest, I’m slightly scared and sceptical of AI but I do use it.",M0ZEDTVCFP. I was getting an explanation about BERT a language model. I was given 4 pieces of text and had to explain what I under From that text in regards to BERT.,"I didn’t specifically feel anything to be honest, I’m slightly scared and sceptical of AI but I do use it. || M0ZEDTVCFP. I was getting an explanation about BERT a language model. I was given 4 pieces of text and had to explain what I under From that text in regards to BERT."
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,111.0,-12,-2,-14,-10,,felt like I was gaining knowledge,There was text that gave instructions and they asked to say what I learnt.,felt like I was gaining knowledge || There was text that gave instructions and they asked to say what I learnt.
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,122.0,4,-4,0,8,,"ambigues, AI is helpfull but we must recognize it's flaws",I analysed the presented situation on AI and the flaws of LLM,"ambigues, AI is helpfull but we must recognize it's flaws || I analysed the presented situation on AI and the flaws of LLM"
Interactive,WEIRD,True,1.0,1.0,0.0,,0.0,0.0,2.0,231.0,-5,-8,-13,3,,Honestly - indifferent.  Didn't really care either way,"Learned about Bert and how he can miss certain things.  There was more to it, but that's the basic info.  And he was upgraded to Zari.  Here's the code I got too. ZQ5RQDQF4P","Honestly - indifferent.  Didn't really care either way || Learned about Bert and how he can miss certain things.  There was more to it, but that's the basic info.  And he was upgraded to Zari.  Here's the code I got too. ZQ5RQDQF4P"
Interactive,NORMAL,False,1.0,0.0,0.25,,0.5,0.0,2.0,269.0,2,-2,0,4,,"Interested, I liked the experience it was informative.","Read 4 paragraph about BERT and how it assigns certain characteristics to certain people, and how it predicts words. Then read about the developed model, and after each paragraph I was summarizing what I learnt.","Interested, I liked the experience it was informative. || Read 4 paragraph about BERT and how it assigns certain characteristics to certain people, and how it predicts words. Then read about the developed model, and after each paragraph I was summarizing what I learnt."
Interactive,WEIRD,True,1.0,1.0,0.0,,0.0,0.0,2.0,76.0,0,0,0,0,,I thought of it as matter-of-fact. No emotions were illicited.,7L8WXYOYCP,I thought of it as matter-of-fact. No emotions were illicited. || 7L8WXYOYCP
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,218.0,2,0,2,2,,It did not really give me a feeling of any sort,I was given 4 pieces of text containing information. I was asked to answer what I had learned based on this text and ended with given my thoughts on what I had learned,It did not really give me a feeling of any sort || I was given 4 pieces of text containing information. I was asked to answer what I had learned based on this text and ended with given my thoughts on what I had learned
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,190.0,0,0,0,0,,Interested and curious.,"A review of case studies showing how the data training patterns of models can be altered depending on the data used, potentially leading to discriminatory results.","Interested and curious. || A review of case studies showing how the data training patterns of models can be altered depending on the data used, potentially leading to discriminatory results."
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,171.0,-1,0,-1,-1,,nothing new from before.,"learned about AI model called BERT, about how it knows popular options based on where you live and how it can make assumptions bases on gender.","nothing new from before. || learned about AI model called BERT, about how it knows popular options based on where you live and how it can make assumptions bases on gender."
Interactive,NORMAL,False,1.0,0.0,-0.225,,-0.25,-0.2,2.0,195.0,-13,-10,-23,-3,,I was a bit surprised that an AI system can develop bias and prejudice so easily.,I learned how large language models are trained and how they may develop bias and possible ways to avoid that.,I was a bit surprised that an AI system can develop bias and prejudice so easily. || I learned how large language models are trained and how they may develop bias and possible ways to avoid that.
Interactive,WEIRD,True,1.0,1.0,0.0,,0.0,0.0,2.0,53.0,-4,6,2,-10,,indifferent,Answer questions about Language Models,indifferent || Answer questions about Language Models
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,329.0,-1,0,-1,-1,,"I felt curious and interested, because AI is fascinating and can do many things I didn’t know before.","I visited the link and interacted with the AI explanation by reading the content and following the steps it asked me to do. I entered the required text, read the AI’s responses, and engaged with the explanation as instructed","I felt curious and interested, because AI is fascinating and can do many things I didn’t know before. || I visited the link and interacted with the AI explanation by reading the content and following the steps it asked me to do. I entered the required text, read the AI’s responses, and engaged with the explanation as instructed"
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,127.0,-1,-4,-5,3,,Way too technical,"Summarize the information I was given about BERT, and I received a completion code to continue this survey","Way too technical || Summarize the information I was given about BERT, and I received a completion code to continue this survey"
Interactive,WEIRD,True,1.0,1.0,0.0,,0.0,0.0,2.0,63.0,-12,-4,-16,-8,,Neutral,Read about the model Bert and its use of stereotypes,Neutral || Read about the model Bert and its use of stereotypes
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,60.0,0,-8,-8,8,,The future,I gained and learned new informations about AI,The future || I gained and learned new informations about AI
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,176.0,-2,-4,-6,2,,I made some ideas about AI clearer to me.,Read about how AI systems are trained and the problems found. Then write what I learn from each module. Completion code: 7CSOTY4G7Q,I made some ideas about AI clearer to me. || Read about how AI systems are trained and the problems found. Then write what I learn from each module. Completion code: 7CSOTY4G7Q
Interactive,NORMAL,False,1.0,0.0,-0.2,,-0.4,0.0,2.0,201.0,-10,-10,-20,0,,Like it was impossible to solve the problem of bias,"I read about BERT, an AI model and how it inherits human biases and stereotypes. I have learnt another side of AI I have never thought much about.","Like it was impossible to solve the problem of bias || I read about BERT, an AI model and how it inherits human biases and stereotypes. I have learnt another side of AI I have never thought much about."
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,96.0,-1,2,1,-3,,"Curious, intrigued. It was interesting",I read some explanations and described what I learned.,"Curious, intrigued. It was interesting || I read some explanations and described what I learned."
Interactive,NORMAL,False,1.0,0.0,0.18181818181818182,,0.36363636363636365,0.0,2.0,89.0,-5,-8,-13,3,,I felt curious and impressed by how much AI can do,answer 4 questions about scenarions,I felt curious and impressed by how much AI can do || answer 4 questions about scenarions
Interactive,NORMAL,False,1.0,0.0,0.0,,0.0,0.0,2.0,139.0,2,-6,-4,8,,I think it was interesting I love learning new things,"I learn information about an ai called Bert , how he could predict specific things","I think it was interesting I love learning new things || I learn information about an ai called Bert , how he could predict specific things"
Interactive,WEIRD,True,1.0,1.0,-0.07407407407407407,,0.0,-0.14814814814814814,2.0,217.0,0,0,0,0,,"I already knew this information, so I didn't feel anything much.","I read the information about how LLM's are trained, the risk of bias etc, and answered a short question on each page, summarising what I had learned.","I already knew this information, so I didn't feel anything much. || I read the information about how LLM's are trained, the risk of bias etc, and answered a short question on each page, summarising what I had learned."
